time,open,high,low,close
2023-04-28T10:30:00-03:00,13139.3488,13161.3685,13138.3919,13160.6613
2023-04-28T10:31:00-03:00,13161.7591,13167.3089,13143.2155,13146.1822
2023-04-28T10:32:00-03:00,13144.3359,13150.8319,13138.7099,13143.7821
2023-04-28T10:33:00-03:00,13146.0207,13146.0207,13126.0746,13127.289
2023-04-28T10:34:00-03:00,13126.3999,13136.5358,13126.3999,13129.8699
2023-04-28T10:35:00-03:00,13128.2574,13138.5732,13128.2574,13128.554
2023-04-28T10:36:00-03:00,13128.6326,13132.3975,13123.5038,13127.1205
2023-04-28T10:37:00-03:00,13128.0491,13128.673,13121.0023,13127.5145
2023-04-28T10:38:00-03:00,13126.0626,13138.6181,13124.124,13138.5976
2023-04-28T10:39:00-03:00,13136.7119,13136.7119,13124.0832,13130.0671
2023-04-28T10:40:00-03:00,13129.39,13129.39,13121.2193,13125.7595
2023-04-28T10:41:00-03:00,13125.2269,13127.7207,13107.05,13112.7633
2023-04-28T10:42:00-03:00,13110.0114,13110.5539,13096.9353,13105.2273
2023-04-28T10:43:00-03:00,13104.9465,13109.8876,13101.9221,13108.213
2023-04-28T10:44:00-03:00,13108.364,13109.8248,13101.5886,13108.7968
2023-04-28T10:45:00-03:00,13107.7062,13110.7761,13104.5519,13106.7264
2023-04-28T10:46:00-03:00,13106.892,13120.0908,13106.892,13120.0908
2023-04-28T10:47:00-03:00,13121.0812,13130.9991,13119.8468,13129.7917
2023-04-28T10:48:00-03:00,13130.209,13130.9369,13122.269,13130.7427
2023-04-28T10:49:00-03:00,13132.0867,13133.4761,13127.5508,13129.623
2023-04-28T10:50:00-03:00,13129.3407,13140.927,13126.993,13140.927
2023-04-28T10:51:00-03:00,13140.1287,13144.4155,13138.3096,13141.0727
2023-04-28T10:52:00-03:00,13141.3618,13141.477,13132.802,13140.0771
2023-04-28T10:53:00-03:00,13139.8709,13139.8709,13129.5671,13134.0447
2023-04-28T10:54:00-03:00,13133.1075,13141.9749,13131.3147,13138.5286
2023-04-28T10:55:00-03:00,13137.7723,13140.0784,13133.2462,13138.8044
2023-04-28T10:56:00-03:00,13139.0266,13143.5592,13136.7754,13139.9449
2023-04-28T10:57:00-03:00,13140.5407,13143.4411,13139.093,13141.7777
2023-04-28T10:58:00-03:00,13141.8745,13142.1636,13135.6464,13137.094
2023-04-28T10:59:00-03:00,13137.2051,13140.8653,13130.3701,13135.4439
2023-04-28T11:00:00-03:00,13134.3164,13134.3164,13123.2073,13124.0687
2023-04-28T11:01:00-03:00,13125.2736,13127.1248,13117.1831,13127.1248
2023-04-28T11:02:00-03:00,13127.9621,13132.4028,13124.2181,13130.5246
2023-04-28T11:03:00-03:00,13130.7793,13130.9923,13126.0819,13129.0438
2023-04-28T11:04:00-03:00,13128.8925,13138.8202,13127.031,13138.8202
2023-04-28T11:05:00-03:00,13138.6882,13149.8115,13137.112,13149.7117
2023-04-28T11:06:00-03:00,13149.6349,13156.3612,13146.4471,13156.2969
2023-04-28T11:07:00-03:00,13156.2505,13156.729,13151.9419,13153.1251
2023-04-28T11:08:00-03:00,13152.5798,13160.8958,13151.7967,13160.5286
2023-04-28T11:09:00-03:00,13160.7705,13172.7219,13160.7705,13168.3866
2023-04-28T11:10:00-03:00,13167.9874,13174.878,13166.5353,13173.9813
2023-04-28T11:11:00-03:00,13174.3693,13181.1834,13174.3693,13175.3767
2023-04-28T11:12:00-03:00,13177.2736,13184.5106,13177.2736,13181.398
2023-04-28T11:13:00-03:00,13181.9347,13182.6789,13177.173,13182.6789
2023-04-28T11:14:00-03:00,13187.4844,13190.008,13186.5157,13187.8284
2023-04-28T11:15:00-03:00,13188.6194,13195.4534,13186.5483,13194.2527
2023-04-28T11:16:00-03:00,13193.6443,13197.5766,13191.7047,13192.7374
2023-04-28T11:17:00-03:00,13192.7604,13196.9769,13192.7604,13192.9163
2023-04-28T11:18:00-03:00,13192.5624,13197.7566,13191.8926,13196.2283
2023-04-28T11:19:00-03:00,13196.1702,13197.6781,13192.4072,13196.7042
2023-04-28T11:20:00-03:00,13196.7139,13196.9439,13189.4775,13190.7479
2023-04-28T11:21:00-03:00,13191.5436,13192.7808,13187.5696,13190.6065
2023-04-28T11:22:00-03:00,13190.5861,13199.33,13189.1507,13198.4434
2023-04-28T11:23:00-03:00,13197.773,13203.4763,13196.9652,13202.9646
2023-04-28T11:24:00-03:00,13203.4081,13210.3218,13203.4081,13208.6588
2023-04-28T11:25:00-03:00,13208.788,13213.0572,13207.6729,13211.6582
2023-04-28T11:26:00-03:00,13211.4575,13212.0693,13208.4624,13211.0703
2023-04-28T11:27:00-03:00,13211.1033,13211.1113,13205.2999,13209.8235
2023-04-28T11:28:00-03:00,13210.0711,13213.2314,13204.6669,13204.678
2023-04-28T11:29:00-03:00,13204.8908,13214.3001,13203.6025,13214.2113
