time,open,high,low,close
2023-04-28T11:41:00-03:00,103740.3,103759.25,103740.3,103759.25
2023-04-28T11:42:00-03:00,103793.6,103793.6,103790.79,103790.79
2023-04-28T11:43:00-03:00,103773.45,103775.57,103773.45,103775.57
2023-04-28T11:44:00-03:00,103791.57,103791.57,103783.51,103783.51
2023-04-28T11:45:00-03:00,103783.77,103783.77,103778.52,103778.52
2023-04-28T11:46:00-03:00,103797.96,103797.96,103729.13,103729.13
2023-04-28T11:47:00-03:00,103787.24,103787.24,103784.18,103784.18
2023-04-28T11:48:00-03:00,103746.35,103793.27,103746.35,103793.27
2023-04-28T11:49:00-03:00,103808.97,103808.97,103783.77,103783.77
2023-04-28T11:50:00-03:00,103754.15,103754.15,103738.51,103738.51
2023-04-28T11:51:00-03:00,103695.79,103695.79,103686.8,103686.8
2023-04-28T11:52:00-03:00,103676.18,103676.18,103638.41,103638.41
2023-04-28T11:53:00-03:00,103656.23,103656.23,103642.18,103642.18
2023-04-28T11:54:00-03:00,103581.2,103581.2,103578.82,103578.82
2023-04-28T11:55:00-03:00,103556.13,103556.13,103514.77,103514.77
2023-04-28T11:56:00-03:00,103502.37,103536.71,103502.37,103536.71
2023-04-28T11:57:00-03:00,103498.09,103499.22,103498.09,103499.22
2023-04-28T11:58:00-03:00,103476.77,103491.23,103476.77,103491.23
2023-04-28T11:59:00-03:00,103402.86,103402.86,103381.43,103381.43
2023-04-28T12:00:00-03:00,103348.98,103348.98,103261.93,103261.93
2023-04-28T12:01:00-03:00,103234.72,103234.72,103205.24,103205.24
2023-04-28T12:02:00-03:00,103208.96,103239.64,103208.96,103239.64
2023-04-28T12:03:00-03:00,103248.07,103248.07,103119.17,103119.17
2023-04-28T12:04:00-03:00,103130.49,103130.49,103122.19,103122.19
2023-04-28T12:05:00-03:00,103098.54,103182.22,103098.54,103182.22
2023-04-28T12:06:00-03:00,103213.45,103213.45,103209.2,103209.2
2023-04-28T12:07:00-03:00,103211.55,103211.55,103210.82,103210.82
2023-04-28T12:08:00-03:00,103250.3,103259.22,103250.3,103259.22
2023-04-28T12:09:00-03:00,103258.76,103361.8,103258.76,103361.8
2023-04-28T12:10:00-03:00,103356.95,103415.32,103356.95,103415.32
2023-04-28T12:11:00-03:00,103494.34,103494.34,103417.97,103417.97
2023-04-28T12:12:00-03:00,103462.77,103462.77,103434.68,103434.68
2023-04-28T12:13:00-03:00,103449,103457.06,103449,103457.06
2023-04-28T12:14:00-03:00,103370.48,103395.31,103370.48,103395.31
2023-04-28T12:15:00-03:00,103397.78,103439.07,103397.78,103439.07
2023-04-28T12:16:00-03:00,103510.39,103510.39,103478.26,103478.26
2023-04-28T12:17:00-03:00,103550.23,103598.31,103550.23,103598.31
2023-04-28T12:18:00-03:00,103601.77,103711.86,103601.77,103711.86
2023-04-28T12:19:00-03:00,103662.94,103667.61,103662.94,103667.61
2023-04-28T12:20:00-03:00,103748.78,103748.78,103691.52,103691.52
2023-04-28T12:21:00-03:00,103681.92,103681.92,103680.57,103680.57
2023-04-28T12:22:00-03:00,103663.73,103678.16,103663.73,103678.16
2023-04-28T12:23:00-03:00,103700.32,103731.16,103700.32,103731.16
2023-04-28T12:24:00-03:00,103764.03,103764.03,103740.2,103740.2
2023-04-28T12:25:00-03:00,103720.73,103768.89,103720.73,103768.89
2023-04-28T12:26:00-03:00,103785.84,103785.84,103729.75,103729.75
2023-04-28T12:27:00-03:00,103752.68,103819,103752.68,103819
2023-04-28T12:28:00-03:00,103886.9,103903.07,103886.9,103903.07
2023-04-28T12:29:00-03:00,103953.61,103953.61,103890.74,103890.74
2023-04-28T12:30:00-03:00,103890.19,103890.19,103889.3,103889.3
2023-04-28T12:31:00-03:00,103897.48,103897.48,103892.41,103892.41
2023-04-28T12:32:00-03:00,103953.93,103999.26,103953.93,103999.26
2023-04-28T12:33:00-03:00,104013.2,104013.2,103968.12,103968.12
2023-04-28T12:34:00-03:00,103945.9,103945.9,103923.32,103923.32
2023-04-28T12:35:00-03:00,103916.92,103993.96,103916.92,103993.96
2023-04-28T12:36:00-03:00,104000.27,104000.27,103998.02,103998.02
2023-04-28T12:37:00-03:00,104053.11,104053.11,104034.57,104034.57
2023-04-28T12:38:00-03:00,104060.55,104088.54,104060.55,104088.54
2023-04-28T12:39:00-03:00,104090.89,104090.89,104016.77,104016.77
2023-04-28T12:40:00-03:00,104018.89,104036.85,104018.89,104036.85
2023-04-28T12:41:00-03:00,103956.36,103960.87,103956.36,103960.87
2023-04-28T12:42:00-03:00,103949.34,104034.14,103949.34,104034.14
2023-04-28T12:43:00-03:00,103942.58,103973.2,103942.58,103973.2
2023-04-28T12:44:00-03:00,103953.29,103953.29,103952.12,103952.12
2023-04-28T12:45:00-03:00,103983.35,103983.35,103969.33,103969.33
2023-04-28T12:46:00-03:00,103998.73,104002.02,103998.73,104002.02
2023-04-28T12:47:00-03:00,103991.57,104038.86,103991.57,104038.86
2023-04-28T12:48:00-03:00,104042.8,104042.8,104011.44,104011.44
2023-04-28T12:49:00-03:00,104002.43,104002.43,103992.39,103992.39
2023-04-28T12:50:00-03:00,103924.49,103924.49,103888.01,103888.01
2023-04-28T12:51:00-03:00,103903.07,103903.07,103894.64,103894.64
2023-04-28T12:52:00-03:00,103880.25,103898.36,103880.25,103898.36
2023-04-28T12:53:00-03:00,103939,103939,103898.09,103898.09
2023-04-28T12:54:00-03:00,103892.35,103892.35,103856.83,103856.83
2023-04-28T12:55:00-03:00,103867.58,103871.08,103867.58,103871.08
2023-04-28T12:56:00-03:00,103864.81,103864.81,103840.1,103840.1
2023-04-28T12:57:00-03:00,103849.53,103849.53,103841.06,103841.06
2023-04-28T12:58:00-03:00,103852.28,103855.72,103852.28,103855.72
2023-04-28T12:59:00-03:00,103844.91,103866.55,103844.91,103866.55
2023-04-28T13:00:00-03:00,103869.91,103883.02,103869.91,103883.02
2023-04-28T13:01:00-03:00,103879.51,103901.54,103879.51,103901.54
2023-04-28T13:02:00-03:00,103912.7,103912.7,103874.75,103874.75
2023-04-28T13:03:00-03:00,103874.87,103879.05,103874.87,103879.05
2023-04-28T13:04:00-03:00,103872.12,103883.54,103872.12,103883.54
2023-04-28T13:05:00-03:00,103869.18,103921.38,103869.18,103921.38
2023-04-28T13:06:00-03:00,103932.23,103946.54,103932.23,103946.54
2023-04-28T13:07:00-03:00,103931.7,103937.63,103931.7,103937.63
2023-04-28T13:08:00-03:00,103950.41,103972.7,103950.41,103972.7
2023-04-28T13:09:00-03:00,103941.57,103941.57,103922.09,103922.09
2023-04-28T13:10:00-03:00,103909.75,103934.75,103909.75,103934.75
2023-04-28T13:11:00-03:00,103946.65,103953.39,103946.65,103953.39
2023-04-28T13:12:00-03:00,103959.5,103963.73,103959.5,103963.73
2023-04-28T13:13:00-03:00,103943.54,103958.03,103943.54,103958.03
2023-04-28T13:14:00-03:00,103960.56,104008.16,103960.56,104008.16
2023-04-28T13:15:00-03:00,104040.19,104040.19,103994.97,103994.97
2023-04-28T13:16:00-03:00,103976.41,103976.41,103947.89,103947.89
2023-04-28T13:17:00-03:00,103983.77,104043.99,103983.77,104043.99
2023-04-28T13:18:00-03:00,104091.01,104091.01,104088.99,104088.99
2023-04-28T13:19:00-03:00,104091.65,104110.53,104091.65,104110.53
2023-04-28T13:20:00-03:00,104132.7,104132.7,104114.53,104114.53
2023-04-28T13:21:00-03:00,104110.01,104180.91,104110.01,104180.91
2023-04-28T13:22:00-03:00,104159.23,104159.23,104157.74,104157.74
2023-04-28T13:23:00-03:00,104124.35,104153.31,104124.35,104153.31
2023-04-28T13:24:00-03:00,104162.46,104189.21,104162.46,104189.21
2023-04-28T13:25:00-03:00,104197.96,104197.96,104192.39,104192.39
2023-04-28T13:26:00-03:00,104194.66,104194.66,104159.09,104159.09
2023-04-28T13:27:00-03:00,104179.66,104206.67,104179.66,104206.67
2023-04-28T13:28:00-03:00,104225.57,104265.34,104225.57,104265.34
2023-04-28T13:29:00-03:00,104260.46,104303.24,104260.46,104303.24
2023-04-28T13:30:00-03:00,104315.35,104319.93,104315.35,104319.93
2023-04-28T13:31:00-03:00,104325.84,104395.46,104325.84,104395.46
2023-04-28T13:32:00-03:00,104379.52,104386.94,104379.52,104386.94
2023-04-28T13:33:00-03:00,104407.65,104410.5,104407.65,104410.5
2023-04-28T13:34:00-03:00,104388.09,104388.09,104381.8,104381.8
2023-04-28T13:35:00-03:00,104368.79,104396.95,104368.79,104396.95
2023-04-28T13:36:00-03:00,104418.05,104418.05,104407.41,104407.41
2023-04-28T13:37:00-03:00,104423.51,104423.51,104417.68,104417.68
2023-04-28T13:38:00-03:00,104427.63,104427.63,104389.68,104389.68
2023-04-28T13:39:00-03:00,104385.38,104415.96,104385.38,104415.96
2023-04-28T13:40:00-03:00,104421.41,104421.41,104386.94,104386.94
2023-04-28T13:41:00-03:00,104402.71,104402.71,104387.34,104387.34
2023-04-28T13:42:00-03:00,104363.66,104363.66,104352.26,104352.26
2023-04-28T13:43:00-03:00,104317.53,104317.53,104291.27,104291.27
2023-04-28T13:44:00-03:00,104267.1,104267.1,104255.91,104255.91
2023-04-28T13:45:00-03:00,104262.12,104303.89,104262.12,104303.89
2023-04-28T13:46:00-03:00,104330.34,104330.34,104328.88,104328.88
2023-04-28T13:47:00-03:00,104311.46,104315.84,104311.46,104315.84
2023-04-28T13:48:00-03:00,104328.88,104366.32,104328.88,104366.32
2023-04-28T13:49:00-03:00,104387.74,104410.63,104387.74,104410.63
2023-04-28T13:50:00-03:00,104402.63,104402.63,104370.47,104370.47
2023-04-28T13:51:00-03:00,104362.56,104369,104362.56,104369
2023-04-28T13:52:00-03:00,104382.94,104382.94,104378.25,104378.25
2023-04-28T13:53:00-03:00,104341.88,104372.66,104341.88,104372.66
2023-04-28T13:54:00-03:00,104411.11,104413.29,104411.11,104413.29
2023-04-28T13:55:00-03:00,104386.11,104392.14,104386.11,104392.14
2023-04-28T13:56:00-03:00,104405.25,104408.7,104405.25,104408.7
2023-04-28T13:57:00-03:00,104404.29,104404.29,104403.63,104403.63
2023-04-28T13:58:00-03:00,104419.96,104420.63,104419.96,104420.63
2023-04-28T13:59:00-03:00,104404.72,104404.72,104399.49,104399.49
2023-04-28T14:00:00-03:00,104406.69,104406.69,104347.76,104347.76
2023-04-28T14:01:00-03:00,104366.74,104366.74,104351.75,104351.75
2023-04-28T14:02:00-03:00,104323.92,104349.67,104323.92,104349.67
2023-04-28T14:03:00-03:00,104353.01,104353.01,104349.61,104349.61
2023-04-28T14:04:00-03:00,104345.68,104372.43,104345.68,104372.43
2023-04-28T14:05:00-03:00,104381.42,104381.42,104335.65,104335.65
2023-04-28T14:06:00-03:00,104329.81,104329.81,104320.55,104320.55
2023-04-28T14:07:00-03:00,104310.01,104322.04,104310.01,104322.04
2023-04-28T14:08:00-03:00,104295.58,104295.58,104267.94,104267.94
2023-04-28T14:09:00-03:00,104221.32,104221.32,104198.45,104198.45
2023-04-28T14:10:00-03:00,104222.36,104222.36,104217.44,104217.44
2023-04-28T14:11:00-03:00,104214.23,104246.8,104214.23,104246.8
2023-04-28T14:12:00-03:00,104264.28,104264.28,104238.62,104238.62
2023-04-28T14:13:00-03:00,104248.26,104248.26,104248.25,104248.25
2023-04-28T14:14:00-03:00,104248.05,104253.22,104248.05,104253.22
2023-04-28T14:15:00-03:00,104253.08,104253.08,104216.69,104216.69
2023-04-28T14:16:00-03:00,104247.98,104247.98,104236.19,104236.19
2023-04-28T14:17:00-03:00,104246.45,104246.45,104239.4,104239.4
2023-04-28T14:18:00-03:00,104247.58,104247.58,104226.79,104226.79
2023-04-28T14:19:00-03:00,104225.13,104240.08,104225.13,104240.08
2023-04-28T14:20:00-03:00,104242.52,104251.04,104242.52,104251.04
2023-04-28T14:21:00-03:00,104282.47,104282.47,104250.28,104250.28
2023-04-28T14:22:00-03:00,104291.7,104313.28,104291.7,104313.28
2023-04-28T14:23:00-03:00,104323.51,104323.51,104310.39,104310.39
2023-04-28T14:24:00-03:00,104312.47,104312.47,104276.5,104276.5
2023-04-28T14:25:00-03:00,104283.93,104283.93,104276.26,104276.26
2023-04-28T14:26:00-03:00,104300.44,104300.44,104275.15,104275.15
2023-04-28T14:27:00-03:00,104278.58,104278.58,104247.84,104247.84
2023-04-28T14:28:00-03:00,104258.2,104271.98,104258.2,104271.98
2023-04-28T14:29:00-03:00,104271.01,104280.29,104271.01,104280.29
2023-04-28T14:30:00-03:00,104288.35,104312.15,104288.35,104312.15
2023-04-28T14:31:00-03:00,104316.09,104316.09,104302.5,104302.5
2023-04-28T14:32:00-03:00,104313.95,104354.69,104313.95,104354.69
2023-04-28T14:33:00-03:00,104355.34,104371.05,104355.34,104371.05
2023-04-28T14:34:00-03:00,104342.46,104342.46,104309.89,104309.89
2023-04-28T14:35:00-03:00,104306.59,104336.31,104306.59,104336.31
2023-04-28T14:36:00-03:00,104335.25,104335.25,104312.2,104312.2
2023-04-28T14:37:00-03:00,104298.06,104329.89,104298.06,104329.89
2023-04-28T14:38:00-03:00,104295.56,104318.31,104295.56,104318.31
2023-04-28T14:39:00-03:00,104337.35,104337.37,104337.35,104337.37
2023-04-28T14:40:00-03:00,104348.79,104348.79,104317.93,104317.93
2023-04-28T14:41:00-03:00,104316.84,104320.8,104316.84,104320.8
2023-04-28T14:42:00-03:00,104309.8,104309.8,104294.47,104294.47
2023-04-28T14:43:00-03:00,104314.22,104314.22,104285.56,104285.56
2023-04-28T14:44:00-03:00,104276.96,104276.96,104266.46,104266.46
2023-04-28T14:45:00-03:00,104259.97,104259.97,104248.42,104248.42
2023-04-28T14:46:00-03:00,104239.45,104256.75,104239.45,104256.75
2023-04-28T14:47:00-03:00,104271.89,104271.89,104240.58,104240.58
2023-04-28T14:48:00-03:00,104248.1,104282.27,104248.1,104282.27
2023-04-28T14:49:00-03:00,104261.69,104261.69,104259.32,104259.32
2023-04-28T14:50:00-03:00,104247.25,104247.25,104223.17,104223.17
2023-04-28T14:51:00-03:00,104203.58,104203.58,104200.35,104200.35
2023-04-28T14:52:00-03:00,104196.84,104196.84,104164.15,104164.15
2023-04-28T14:53:00-03:00,104189.97,104195.2,104189.97,104195.2
2023-04-28T14:54:00-03:00,104206.75,104206.75,104184.57,104184.57
2023-04-28T14:55:00-03:00,104183.02,104183.02,104167.72,104167.72
2023-04-28T14:56:00-03:00,104159.34,104159.34,104157.98,104157.98
2023-04-28T14:57:00-03:00,104198.09,104202.29,104198.09,104202.29
2023-04-28T14:58:00-03:00,104202.79,104202.79,104201.28,104201.28
2023-04-28T14:59:00-03:00,104181.7,104194.46,104181.7,104194.46
2023-04-28T15:00:00-03:00,104192.38,104192.38,104169.44,104169.44
2023-04-28T15:01:00-03:00,104202.03,104215.29,104202.03,104215.29
2023-04-28T15:02:00-03:00,104203.33,104203.33,104198.47,104198.47
2023-04-28T15:03:00-03:00,104200.31,104204.72,104200.31,104204.72
2023-04-28T15:04:00-03:00,104196.75,104196.75,104167.17,104167.17
2023-04-28T15:05:00-03:00,104179.06,104190.99,104179.06,104190.99
2023-04-28T15:06:00-03:00,104182.89,104217.58,104182.89,104217.58
2023-04-28T15:07:00-03:00,104206.48,104206.48,104204.41,104204.41
2023-04-28T15:08:00-03:00,104201.75,104214.45,104201.75,104214.45
2023-04-28T15:09:00-03:00,104217.64,104217.64,104177.41,104177.41
2023-04-28T15:10:00-03:00,104172.1,104172.1,104143.55,104143.55
2023-04-28T15:11:00-03:00,104153.78,104153.9,104153.78,104153.9
2023-04-28T15:12:00-03:00,104153.67,104175.58,104153.67,104175.58
2023-04-28T15:13:00-03:00,104173.72,104173.72,104126.96,104126.96
2023-04-28T15:14:00-03:00,104110.63,104110.63,104074.64,104074.64
2023-04-28T15:15:00-03:00,104104.25,104104.25,104097.66,104097.66
2023-04-28T15:16:00-03:00,104061.13,104061.13,104038.48,104038.48
2023-04-28T15:17:00-03:00,104038.14,104047.38,104038.14,104047.38
2023-04-28T15:18:00-03:00,104035.91,104035.91,104007.05,104007.05
2023-04-28T15:19:00-03:00,103966.17,103981.56,103966.17,103981.56
2023-04-28T15:20:00-03:00,103976.13,104033.2,103976.13,104033.2
2023-04-28T15:21:00-03:00,104013.67,104013.67,104009.49,104009.49
2023-04-28T15:22:00-03:00,104063.84,104063.84,104031.75,104031.75
2023-04-28T15:23:00-03:00,104041.53,104046.95,104041.53,104046.95
2023-04-28T15:24:00-03:00,104043.44,104063.81,104043.44,104063.81
2023-04-28T15:25:00-03:00,104046.28,104046.28,104010.48,104010.48
2023-04-28T15:26:00-03:00,104026.89,104032.87,104026.89,104032.87
2023-04-28T15:27:00-03:00,104029.63,104034.49,104029.63,104034.49
2023-04-28T15:28:00-03:00,104013.38,104013.38,104012.45,104012.45
2023-04-28T15:29:00-03:00,104022.73,104063.61,104022.73,104063.61
2023-04-28T15:30:00-03:00,104060.1,104060.1,104054.06,104054.06
2023-04-28T15:31:00-03:00,104054.91,104054.91,104002.56,104002.56
2023-04-28T15:32:00-03:00,103996.45,104016.75,103996.45,104016.75
2023-04-28T15:33:00-03:00,104030.96,104052.17,104030.96,104052.17
2023-04-28T15:34:00-03:00,104070.06,104070.06,104063.1,104063.1
2023-04-28T15:35:00-03:00,104052,104052,104051.2,104051.2
2023-04-28T15:36:00-03:00,104029.21,104036.86,104029.21,104036.86
2023-04-28T15:37:00-03:00,104030.42,104030.42,104001.35,104001.35
2023-04-28T15:38:00-03:00,104023.42,104023.42,103983.2,103983.2
2023-04-28T15:39:00-03:00,103957.58,103957.58,103948.68,103948.68
2023-04-28T15:40:00-03:00,103882.18,103933.08,103882.18,103933.08
2023-04-28T15:41:00-03:00,103917.89,103927.73,103917.89,103927.73
2023-04-28T15:42:00-03:00,103915.12,103965.78,103915.12,103965.78
2023-04-28T15:43:00-03:00,103938.74,103938.74,103929.34,103929.34
2023-04-28T15:44:00-03:00,103926.75,103933.27,103926.75,103933.27
2023-04-28T15:45:00-03:00,103935.25,103965.35,103935.25,103965.35
2023-04-28T15:46:00-03:00,103996.05,103996.05,103949.82,103949.82
2023-04-28T15:47:00-03:00,103964.94,103964.94,103937.63,103937.63
2023-04-28T15:48:00-03:00,103935.71,103935.71,103920.45,103920.45
2023-04-28T15:49:00-03:00,103897.07,103951.24,103897.07,103951.24
2023-04-28T15:50:00-03:00,103975.84,103975.84,103952.39,103952.39
2023-04-28T15:51:00-03:00,103993.48,103993.48,103979.88,103979.88
2023-04-28T15:52:00-03:00,103963.94,103963.94,103957.14,103957.14
2023-04-28T15:53:00-03:00,103958.59,103998.51,103958.59,103998.51
2023-04-28T15:54:00-03:00,103982.87,104004.63,103982.87,104004.63
2023-04-28T15:55:00-03:00,104011.26,104016.65,104011.26,104016.65
2023-04-28T15:56:00-03:00,103986.71,103999.81,103986.71,103999.81
2023-04-28T15:57:00-03:00,103996.56,103998.83,103996.56,103998.83
2023-04-28T15:58:00-03:00,104000.67,104001.33,104000.67,104001.33
2023-04-28T15:59:00-03:00,104000.98,104000.98,103996.72,103996.72
2023-04-28T16:00:00-03:00,104016.46,104016.46,103999.7,103999.7
2023-04-28T16:01:00-03:00,104028.91,104049.3,104028.91,104049.3
2023-04-28T16:02:00-03:00,104029.8,104029.8,104015.4,104015.4
2023-04-28T16:03:00-03:00,104037.44,104047.72,104037.44,104047.72
2023-04-28T16:04:00-03:00,104045.91,104045.91,104031.95,104031.95
2023-04-28T16:05:00-03:00,104007.52,104028.74,104007.52,104028.74
2023-04-28T16:06:00-03:00,104025.94,104025.94,103994.2,103994.2
2023-04-28T16:07:00-03:00,104014.41,104014.41,103995.58,103995.58
2023-04-28T16:08:00-03:00,104027.7,104039.17,104027.7,104039.17
2023-04-28T16:09:00-03:00,104055.01,104055.01,104036.38,104036.38
2023-04-28T16:10:00-03:00,104033.37,104061.04,104033.37,104061.04
2023-04-28T16:11:00-03:00,104037.16,104037.16,104036.64,104036.64
2023-04-28T16:12:00-03:00,104051.3,104066.39,104051.3,104066.39
2023-04-28T16:13:00-03:00,104100.84,104100.84,104087.91,104087.91
2023-04-28T16:14:00-03:00,104081.3,104099.66,104081.3,104099.66
2023-04-28T16:15:00-03:00,104109.97,104126.99,104109.97,104126.99
2023-04-28T16:16:00-03:00,104141.81,104146.09,104141.81,104146.09
2023-04-28T16:17:00-03:00,104138.6,104155.1,104138.6,104155.1
2023-04-28T16:18:00-03:00,104166.13,104166.13,104158.31,104158.31
2023-04-28T16:19:00-03:00,104157.88,104179.98,104157.88,104179.98
2023-04-28T16:20:00-03:00,104181.48,104181.48,104170.86,104170.86
2023-04-28T16:21:00-03:00,104193.45,104193.45,104163.4,104163.4
2023-04-28T16:22:00-03:00,104143.57,104143.57,104127.6,104127.6
2023-04-28T16:23:00-03:00,104139.92,104139.92,104121.03,104121.03
2023-04-28T16:24:00-03:00,104108.1,104133.55,104108.1,104133.55
2023-04-28T16:25:00-03:00,104147.41,104147.41,104136.2,104136.2
2023-04-28T16:26:00-03:00,104137.97,104150.19,104137.97,104150.19
2023-04-28T16:27:00-03:00,104145.62,104152.08,104145.62,104152.08
2023-04-28T16:28:00-03:00,104117.93,104117.93,104111.31,104111.31
2023-04-28T16:29:00-03:00,104140.04,104140.04,104125.6,104125.6
2023-04-28T16:30:00-03:00,104110.48,104110.48,104103.9,104103.9
2023-04-28T16:31:00-03:00,104091.43,104091.43,104071.99,104071.99
2023-04-28T16:32:00-03:00,104070.86,104076.28,104070.86,104076.28
2023-04-28T16:33:00-03:00,104053.58,104053.58,104025.04,104025.04
2023-04-28T16:34:00-03:00,104053.97,104053.97,104042.72,104042.72
2023-04-28T16:35:00-03:00,104057.39,104057.39,104049.98,104049.98
2023-04-28T16:36:00-03:00,104062.64,104062.64,104059.22,104059.22
2023-04-28T16:37:00-03:00,104050.97,104074.61,104050.97,104074.61
2023-04-28T16:38:00-03:00,104044.4,104054.06,104044.4,104054.06
2023-04-28T16:39:00-03:00,104033.3,104064.04,104033.3,104064.04
2023-04-28T16:40:00-03:00,104071.53,104071.53,104050.21,104050.21
2023-04-28T16:41:00-03:00,104041.64,104041.64,104000.48,104000.48
2023-04-28T16:42:00-03:00,103988.43,103997.13,103988.43,103997.13
2023-04-28T16:43:00-03:00,104034.51,104046.64,104034.51,104046.64
2023-04-28T16:44:00-03:00,104023.28,104023.28,104023.11,104023.11
2023-04-28T16:45:00-03:00,104009.6,104009.6,103983.88,103983.88
2023-04-28T16:46:00-03:00,103976.85,103976.85,103969.02,103969.02
2023-04-28T16:47:00-03:00,103963.66,103973.01,103963.66,103973.01
